candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id, population,poll_id,poll_type,nb_people,start_date,end_date,folder,population,id,institut,commanditaire,mention1,mention2,mention3,mention4,mention5,mention6,mention7,nombre_mentions,question,name,surname,parti,annonce_candidature,retrait_candidature,second_round,candidate,sans_opinion,rang,mention_majoritaire
OF,4.2105263157894735,15.789473684210526,38.94736842105263,18.94736842105263,22.105263157894736,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Olivier,Faure,Parti Socialiste,,,,Olivier Faure,5.0,6,ni satisfait ni insatisfait
BC,3.1578947368421053,16.842105263157894,40.0,21.052631578947366,18.94736842105263,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Bernard,Cazeneuve,Parti Socialiste,,,,Bernard Cazeneuve,5.0,4,ni satisfait ni insatisfait
MT,6.315789473684211,10.526315789473683,37.89473684210526,17.894736842105264,27.36842105263158,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier,5.0,11,ni satisfait ni insatisfait
LW,4.166666666666667,12.5,35.41666666666667,21.875,26.041666666666668,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez,4.0,15,ni satisfait ni insatisfait
YBP,3.1578947368421053,11.578947368421051,42.10526315789473,17.894736842105264,25.263157894736842,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet,5.0,9,ni satisfait ni insatisfait
JLM,5.263157894736842,11.578947368421051,14.736842105263158,14.736842105263158,53.68421052631579,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon,5.0,18,très satisfait
EZ,4.166666666666667,9.375,17.708333333333336,13.541666666666668,55.208333333333336,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Eric,Zemmour,,,,,Eric Zemmour,4.0,19,très satisfait
GA,8.333333333333334,23.958333333333336,28.125000000000004,18.75,20.833333333333336,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Gabriel,Attal,La République En Marche,,,,Gabriel Attal,4.0,2,ni satisfait ni insatisfait
DL,2.0833333333333335,8.333333333333334,50.0,17.708333333333336,21.875,0,,pt1,,ipsos_202409,pt1,1000,2024-09-11,2024-09-13,polls/ipsos_202409,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",David,Lisnard,Les Républicains,,,,David Lisnard,4.0,3,ni satisfait ni insatisfait
EP,6.185567010309278,22.680412371134018,30.92783505154639,17.525773195876287,22.680412371134018,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Edouard,Philippe,,,,,Edouard Philippe,3.0,2,ni satisfait ni insatisfait
JB,17.525773195876287,17.525773195876287,19.58762886597938,12.371134020618555,32.98969072164948,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Jordan,Bardella,Rassemblement National,,,,Jordan Bardella,3.0,7,ni satisfait ni insatisfait
MLP,19.58762886597938,15.463917525773194,17.525773195876287,12.371134020618555,35.051546391752574,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Marine,Le Pen,Rassemblement National,,,,Marine Le Pen,3.0,13,ni satisfait ni insatisfait
RG,4.123711340206185,14.432989690721648,39.17525773195876,20.618556701030926,21.649484536082472,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Raphaël,Glucksmann,,,,,Raphaël Glucksmann,3.0,4,ni satisfait ni insatisfait
FH,4.081632653061225,15.306122448979592,26.53061224489796,23.46938775510204,30.612244897959183,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",François,Hollande,Parti Socialiste,,,,François Hollande,2.0,20,plutôt satisfait
FR,6.185567010309278,12.371134020618555,36.08247422680412,22.680412371134018,22.680412371134018,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",François,Ruffin,La France Insoumise,,,,François Ruffin,3.0,8,ni satisfait ni insatisfait
FRo,3.092783505154639,10.309278350515463,39.17525773195876,23.711340206185564,23.711340206185564,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel,3.0,15,ni satisfait ni insatisfait
GD,6.185567010309278,20.618556701030926,30.92783505154639,18.556701030927833,23.711340206185564,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Gérald,Darmanin,,,,,Gérald Darmanin,3.0,3,ni satisfait ni insatisfait
BLM,2.0618556701030926,12.371134020618555,36.08247422680412,22.680412371134018,26.804123711340203,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Bruno,Le Maire,,,,,Bruno Le Maire,3.0,17,ni satisfait ni insatisfait
FB,2.0618556701030926,8.24742268041237,29.896907216494842,28.865979381443296,30.92783505154639,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",François,Bayrou,Mouvement Démocrate,,,,François Bayrou,3.0,23,plutôt satisfait
MM,6.185567010309278,17.525773195876287,21.649484536082472,15.463917525773194,39.17525773195876,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Marion,Maréchal,,,,,Marion Maréchal,3.0,21,plutôt satisfait
XB,2.0618556701030926,13.402061855670102,38.14432989690721,23.711340206185564,22.680412371134018,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand,3.0,12,ni satisfait ni insatisfait
OF,1.0309278350515463,12.371134020618555,41.23711340206185,23.711340206185564,21.649484536082472,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Olivier,Faure,Parti Socialiste,,,,Olivier Faure,3.0,9,ni satisfait ni insatisfait
EC,2.0618556701030926,11.340206185567009,29.896907216494842,22.680412371134018,34.020618556701024,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Eric,Ciotti,Les Républicains,,,,Eric Ciotti,3.0,22,plutôt satisfait
BC,3.092783505154639,12.371134020618555,40.20618556701031,23.711340206185564,20.618556701030926,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Bernard,Cazeneuve,Parti Socialiste,,,,Bernard Cazeneuve,3.0,6,ni satisfait ni insatisfait
MT,3.092783505154639,7.216494845360824,38.14432989690721,22.680412371134018,28.865979381443296,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier,3.0,18,plutôt satisfait
LW,3.092783505154639,9.278350515463917,35.051546391752574,26.804123711340203,25.773195876288657,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez,3.0,19,plutôt satisfait
YBP,1.0204081632653061,9.183673469387756,43.87755102040816,21.42857142857143,24.48979591836735,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet,2.0,10,ni satisfait ni insatisfait
JLM,5.154639175257731,8.24742268041237,14.432989690721648,17.525773195876287,54.63917525773195,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon,3.0,25,très satisfait
EZ,4.123711340206185,12.371134020618555,15.463917525773194,16.49484536082474,51.546391752577314,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Eric,Zemmour,,,,,Eric Zemmour,3.0,24,très satisfait
MBa,2.0618556701030926,11.340206185567009,39.17525773195876,25.773195876288657,21.649484536082472,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Michel,Barnier,Les Républicains,,,,Michel Barnier,3.0,14,ni satisfait ni insatisfait
GA,6.185567010309278,19.58762886597938,27.83505154639175,19.58762886597938,26.804123711340203,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Gabriel,Attal,La République En Marche,,,,Gabriel Attal,3.0,11,ni satisfait ni insatisfait
BR,9.278350515463917,19.58762886597938,34.020618556701024,16.49484536082474,20.618556701030926,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau,3.0,1,ni satisfait ni insatisfait
DL,1.0309278350515463,7.216494845360824,48.45360824742268,22.680412371134018,20.618556701030926,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",David,Lisnard,Les Républicains,,,,David Lisnard,3.0,5,ni satisfait ni insatisfait
JC,2.0408163265306123,14.285714285714286,34.69387755102041,24.48979591836735,24.48979591836735,0,,pt1,,ipsos_202505,pt1,1000,2025-05-14,2025-05-16,polls/ipsos_202505,all,pt1,IPSOS,La Tribune Dimanche,très satisfait,plutôt satisfait,ni satisfait ni insatisfait,plutôt insatisfait,très insatisfait,nan,,5,"Pour chacune des personnalités politiques suivantes, diriez-vous que si elle devenait président(e) de la République en 2027, vous seriez satisfait(e) ou mécontent(e) ?",Jean,Castex,Les Républicains,,,,Jean Castex,2.0,16,ni satisfait ni insatisfait
